OCR Text,Ground Truth,Model Prediction,CER
"There was no doubt that a considerable intiseq sprung up between the respondent and the GO respondent, and he visited her, and from Whal occurred the petitioner had no alternative but to in. stitute these proceedings.","There was no doubt that a considerable intimacy sprung up between the respondent and the correspondent, and he visited her, and from what occurred the petitioner had no alternative but to institute these proceedings.",Fix OCR errors in the following text:,0.8796296296296297
"Ift Sosanion Saturday, NOV. 4th astsioe. Tutaday. tin. IR","1st Session, Saturday, Nov. 7 4th Session, Tuesday, Dec. 1.",Fix OCR errors in the following text:,0.7966101694915254
"The ceremony of admitting. Prince Arthur to the freedom of the City, to whicb be is entitled by patrimony, took place at the Guidhall on Thurs- day alterneon.","The ceremony of admitting Prince Arthur to the freedom of the City, to which he is entitled by patrimony, took place at the Guildhall on Thursday afternoon.",Fix OCR errors in the following text:,0.8461538461538461
"It was contended by Mr. Pigot, on the part of Giles, that he was provoked and obliged to fight, that he wished to leave off, and the fight was a fair stand-up fight.","It was contended by Mr. Pigot, on the part of Giles, that he was provoked and obliged to fight, that he wished to leave off, and the fight was a fair stand-up fight.",Fix OCR errors in the following text:,0.8606060606060606
"She was insoediate- ly renoved to the London Hospital, where she had ever since remained, and her husband proceeded in search of the prisoner, and ultimately gtive him into custody.","She was immediately removed to the London Hospital, where she had ever since remained, and her husband proceeded in search of the prisoner, and ultimately gave him into custody.",Fix OCR errors in the following text:,0.8587570621468926
"-Evideics was given to prove that the papers were staoked in, the office ready for publication.",–Evidence was given to prove that the papers were stacked in the office ready for publication.,Fix OCR errors in the following text:,0.7872340425531915
"Soiue time ago lie had erysi- s8 pelas in the face, and the divisional surgeon ordered o1 him to have some of his Oeeth extracted and replaced h~ by false unes.",Sometime ago he had erysipelas and the divisional surgeon ordered him to have some of his teeth extracted and replaced by false ones.,Fix OCR errors in the following text:,0.8270676691729323
"One of the clauses of the document which was in question was alleged to be written personally by Mr. Cecil Hambrough, whose death is now the subject of inquiry.","One of the clauses of the document which was in question was alleged to be written personally by Mr. Cecil Hambrough, whose death is now the subject of inquiry.",Fix OCR errors in the following text:,0.84375
"One of the girls stated that Mrs. Thomas * 3g, told her that the baby was going away to a "" bigt led plance"" and this witness identified the chemise in hftE ew which the body was found wrapped.","One of the girls stated that Mrs. Thomas told her that the baby was going away to a ""big place,"" and this witness identified the chemise in which the body was found wrapped.",Fix OCR errors in the following text:,0.8670520231213873
"On Sunday afternoon both the prisoners were brought by, train, and safely lodged in the county gaol at Not- tinghana.","On Sunday afternoon both the prisoners were brought by, train, and safely lodged in the county gaol at Nottingham.",Fix OCR errors in the following text:,0.7894736842105263
"thortyafter the man and the officer got upon the, ground, but before they did so the prisoner was observed to have a knife in his right hand.","Shortly after the man and the officer got upon the ground, but before they did so the prisoner was observed to have a knife in his right hand.",Fix OCR errors in the following text:,0.8380281690140845
It also ap- peared to him most culpable on the part of the board of unardiano to allow bdies to be brought baclt from the hospital to the workhousn for interment.,It also appeared to him most culpable on the part of the board of guardians to allow bodies to be brought back from the hospital to the workhouse for interment.,Fix OCR errors in the following text:,0.8375
THE ANGLO-SAXON COMiPLEXIuN.,THE ANGLO-SAXON COMPLEXION.,Fix OCR errors in the following text:,1.1481481481481481
"Thecoroner deoided to adjourn the inquest for the attendance of the brothers, who had kept the house since the death of the mother.","The coroner decided to adjourn the inquest for the attendance of the brothers, who had kept the house since the death of the mother.",Fix OCR errors in the following text:,0.8181818181818182
"THE CHARGE AGAINST MOLLOY.,",THE CHARGE AGAINST MOLLOY.,Fix OCR errors in the following text:,1.0384615384615385
"IC wo'ould ilesO appear that. Y small chequeswereegiven to the prisoner by Messrs. Fox Mr and Co., drawn upon their own bashinig account.","It would also appear that small cheques were given to the prisoner by Messrs. Fox and Co., drawn upon their own banking account.",Fix OCR errors in the following text:,0.8203125
"Immedi- ately I heard the report of a musket, -and turning round saw a musket drop from the prisoner's hands on to the floor.","Immediately I heard the report of a musket, and turning round saw a musket drop from the prisoner's hands on to the floor.",Fix OCR errors in the following text:,0.819672131147541
"The apartment was beon the seornd floor and thir4y44hree feebe.frtziithe: , ground.",The apartment was on the second floor and thirty-three feet from the ground.,Fix OCR errors in the following text:,0.75
-Mr. Corser called upon the prisoner to find a security in 20L. to keep the peace lor six months; or three months' imprisonment in deiault.,-Mr. Corser called upon the prisoner to find a security in 20l. to keep the peace for six months; or three months' imprisonment in default.,Fix OCR errors in the following text:,0.8201438848920863
"He there saw Ruck, and told him that he wanted to borrow �4-00, stating that he had goods which were worth about �600.","He there saw Rack, and told him that he wanted to borrow £400, stating that he had goods which were worth about £600.",Fix OCR errors in the following text:,0.8205128205128205
UNFOUNDED POLICE CHARGE.,UNFOUNDED POLICE CHARGE.,Fix OCR errors in the following text:,1.25
". He has given a lot of trouble by sleep-; ing, out and. playing truant from'sechool.",He has given a lot of trouble by sleeping out and playing truant from school.,Fix OCR errors in the following text:,0.7792207792207793
"-Argst 21, nt Adelaide. terrace, Waterloo, Lleut. Hl. 6. K~elloek. 3 11.","-August 21, at Adelaide terrace, Waterloo, Lieut. H. G. Kellock, R.N.",Fix OCR errors in the following text:,0.7971014492753623
"Accordingly Mrs. Randall, the woman Eeareher of the Southwark police station, was sent for that night to assist the two other women in watchine her.","Accordingly, Mrs. Randall, the woman searcher of the Southwark police station, was sent for that night to assist the two other women in watching her.",Fix OCR errors in the following text:,0.8389261744966443
"Busby and prisoner then went and fetched a doctor, but it was of no avail, as the deceasedhad been dead sometime.","Busby and prisoner then went and fetched a doctor, but it was of no avail, as the deceased had been dead some time.",Fix OCR errors in the following text:,0.8260869565217391
