OCR Text,Ground Truth,Model Prediction,CER,WER
"The woman Mercy Steer is now under the surveillance of the Sussex constabulary, and wheen sufficientlyl restored to h ealth will be brought to London, in order to ;nntergo the necessary judicial inquiry.","The woman Mercy Steer is now under the surveillance of the Sussex constabulary, and when sufficiently restored to health will be brought to London, in order to undergo the necessary judicial inquiry.","The woman Mercy Steer is now under the surveillance of the Sussex constabulary, and when sufficiently restored to health will be brought to London, in order to commence the necessary judicial inquiry.",0.035175879396984924,0.03125
"Her daughter had been away a f6rtDijht, and aho did not go after her-until someone told her where she was to be seen.","Her daughter had been away a fortnight, and she did not go after her until someone told her where she was to be seen.","Her daughter had been away a week, and she did not go after her-until someone told her where she was to be seen.",0.08547008547008547,0.125
"Having shortly afterwards got through their business trey were dismissed, and Sergeant Parry thell renewed his application for the release of the prisoner.","Having shortly afterwards got through their business they were dismissed, and Sergeant Parry then renewed his application for the release of the prisoner.","Having shortly afterwards got through their business they were dismissed, and Sergeant Parry thell renewed his application for the release of the prisoner.",0.012987012987012988,0.043478260869565216
"Miller, the constable said that Slack was a most clever little thief, and he bad frequently jeeringly told wiiness that he was too clever for him.","Miller, the constable, said that Slack was a most clever little thief, and he had frequently jeeringly told witness that he was too clever for him.","Miller, the constable said that Slack was a most clever little thief, and he frequently jeeringly told wiiness that he was too clever for him.",0.04081632653061224,0.11538461538461539
"Detective King, who was off duty and in plain clothes, was partaking of some refresh- ment by himself.","Detective King, who was off duty and in plain clothes, was partaking of some refreshment by himself.","Detective King, who was off duty and in plain clothes, was partaking of some refreshment by himself.",0.0,0.0
The prisoner said the witness assaulted him first.-,The prisoner said the witness assaulted him first.,The prisoner said the witness assaulted him first.,0.0,0.0
The e ffrontery with which this statement was made appeared to take the witnesses by surprise.,The effrontery with which this statement was made appeared to take the witnesses by surprise.,The language with which this statement was made appeared to take the witnesses by surprise.,0.0967741935483871,0.06666666666666667
"The child lookedvery emaciated, and witness called Dr. Ring, the resident medical officer, to see it.","The child looked very emaciated, and witness called Dr. King, the resident medical officer, to see it.","The child looked very emaciated, and witness called Dr. Ring, the resident medical officer, to see it.",0.00980392156862745,0.058823529411764705
Tb'e Ker otf tie Polls * Only naturally.,The Master of the Rolls: Only naturally.,He did not tie Polls only naturally.,0.35,0.8571428571428571
"When arrcsted the prsoner said :-"" She commenced on me, and I punirshed her.. I don't think she's dead. She ought't to be. I don't think they'll give more than 12 sonthf, will ;they ?""","When arrested the prisoner said: –""She commenced on me, and I punished her. I don't think she's dead. She oughtn't to be. I don't think they'll give more than 12 months, will they?""","When arrested the prisoner said:-""She commenced on me, and I punted her. I don't think she's dead. She ought't to be. I do't think they'll give more than 12s, will they?""",0.0718232044198895,0.21212121212121213
"Ho also found a gallon jar of runs ins the bar, and a gallon Jar full of spirits in the kitchen.","He also found a gallon jar of rum in the bar, and a gallon jar full of spirits in the kitchen.","He also found a gallon jar of runs in the bar, and a gallon Jar full of spirits in the kitchen.",0.031914893617021274,0.09523809523809523
"In answer to the charge the prisoner Jenkins said he was walking down the Walworth-road, when the two other prisoners attacked him and knocked him down.","In answer to the charge the prisoner Jenkins said he was walking down the Walworth-road, when the two other prisoners attacked him and knocked him down.","In answer to the charge the prisoner Jenkins said he was walking down the Walworth-road, when the two other prisoners attacked him and knocked him down.",0.0,0.0
I hope theCeurtb which tries this case will take saore noetice of the conduct �f these vit- nesses.,I hope the court which tries this case will take some notice of the conduct of these witnesses.,I hope the court which tries this case will take note of the conduct of these witnesses.,0.07368421052631578,0.1111111111111111
Cur-No; thoecounties of Norfolk and Lincoln do net join. The Waste dividee themn from each other.,COX. -No; the counties of Norfolk and Lincoln do not join. The Wash divides them from each other.,The counties of Norfolk and Lincoln do not join. The Waste divide them from each other.,0.14432989690721648,0.2777777777777778
dt Bhe wa~s oommitted for trallf,She was committed for trial.,He was committed for trial.,0.07142857142857142,0.2
"This was the libel complained of, and for which he was committed for trial, but was allowed to stand out on his own recog. nisanees of �50.","This was the libel complained of, and for which he was committed for trial, but was allowed to stand out on his own recognisances of £50.","This was the libel complained of, and for which he was committed for trial, but was allowed to stand out on his own merits of £50.",0.072992700729927,0.038461538461538464
"In answer to Mr. De Ratzen, he said he din took a room as she had stated.","In answer to Mr. De Rutzen, he said he took a room as she had stated.","In answer to Mr. De Ratzen, he said he took a room as she had stated.",0.014492753623188406,0.0625
"It Is notorious that multitudes of landlords gave their tenants the optIon of voting contrary to conscience, or the sacrifice of their families by quitting their estates.","It is notorious that multitudes of landlords gave their tenants the option of voting contrary to conscience, or the sacrifice of their families by quitting their estates.","It is notorious that multitudes of landlords gave their tenants the option of voting contrary to conscience, or the sacrifice of their families by quitting their estates.",0.0,0.0
"The deceased seemed fairly cheerful, an d witness noticed nothing the matter at the tim-.","The deceased seemed fairly cheerful, and witness noticed nothing the matter at the time.","The deceased seemed fairly cheerful, and witness noticed nothing the matter at the time.",0.0,0.0
He was quite sober.,He was quite sober.,He was quite sober.,0.0,0.0
"The medioal examination t showed that ahe had received many. terrible wounds,",The medical examination showed that she had received many terrible wounds.,The medical examination showed that he had received many terrible wounds.,0.013513513513513514,0.09090909090909091
"Witness chased Court over several fenc'es, and eventually caught hihm in Thornlaw-road.","Witness chased Court over several fences, and eventually caught him in Thornlaw-road.","Witness chased Court over several fences, and eventually caught him in Thornlaw-road.",0.0,0.0
"[he jury returned a verdict of "" 'Tlmporary Insanityq.","The jury returned a verdict of ""Temporary Insanity.""","The jury returned a verdict of ""Temporary Insanity.""",0.0,0.0
"-The prisoner denied all knowledge of the robbery, but gave no account of how the two stolen watches had come into his possession.","–The prisoner denied all knowledge of the robbery, but gave no account of how the two stolen watches had come into his possession.","-The prisoner denied all knowledge of the robbery, but gave no account of how the two stolen watches had come into his possession.",0.007692307692307693,0.043478260869565216
